FechaInicio;FechaFin;Bicicleta;Origen;Destino;CandadoOrigen;CandadoDestino
;;;;;;
02/12/2016 13:43;02/12/2016 13:52;b17;Federico Anaya - Tilos;Plaza de los Bandos;c2114;c201
;;;;;;
02/12/2016 13:42;02/12/2016 13:52;b170;Campus Ciencias;Estación de trenes;c1407;c906
;;;;;;
02/12/2016 13:42;02/12/2016 13:43;b17;Federico Anaya - Tilos;Federico Anaya - Tilos;c2114;c2114
;;;;;;
02/12/2016 13:38;02/12/2016 14:33;b41;Plaza Poeta Iglesias;Puente Romano;c114;c304
;;;;;;
02/12/2016 13:32;02/12/2016 13:44;b88;Plaza San Julián;Plaza Gabriel y Galán;c2604;c2202
;;;;;;
02/12/2016 13:27;02/12/2016 13:46;b40;Plaza Poeta Iglesias;Parque La Alamedilla;c104;c2813
;;;;;;
02/12/2016 13:21;02/12/2016 13:33;b116;Campus Ciencias;María Auxiliadora;c1406;c806
;;;;;;
02/12/2016 13:00;02/12/2016 13:57;b66;Plaza Poeta Iglesias;Estación de trenes;c113;c910
;;;;;;
02/12/2016 12:50;02/12/2016 13:05;b103;Plaza Gabriel y Galán;Glorieta Alto del Rollo;c2202;c2008
;;;;;;
02/12/2016 12:44;02/12/2016 12:57;b90;Plaza Poeta Iglesias;Estación de trenes;c106;c912
;;;;;;
02/12/2016 12:42;02/12/2016 12:56;b139;Prosperidad;Nuevo Parking Hospital;c1612;c407
;;;;;;
02/12/2016 12:37;02/12/2016 12:38;b104;Plaza Poeta Iglesias;Plaza Poeta Iglesias;c112;c112
;;;;;;
02/12/2016 12:30;02/12/2016 13:00;b83;María Auxiliadora;Parque La Alamedilla;c804;c2815
;;;;;;
02/12/2016 12:26;02/12/2016 12:51;b171;Salas Bajas;Huerta Otea;c2706;c1805
;;;;;;
02/12/2016 12:22;02/12/2016 12:30;b17;Plaza Poeta Iglesias;Federico Anaya - Tilos;c114;c2114
;;;;;;
02/12/2016 12:15;02/12/2016 12:24;b154;María Auxiliadora;La Marina;c802;c1205
;;;;;;
02/12/2016 12:12;02/12/2016 13:10;b41;Plaza Poeta Iglesias;Plaza Poeta Iglesias;c103;c114
;;;;;;
02/12/2016 12:11;02/12/2016 12:27;b5;Prosperidad;Estación de trenes;c1616;c905
;;;;;;
02/12/2016 12:05;02/12/2016 12:12;b103;Estación de trenes;Plaza Gabriel y Galán;c906;c2202
;;;;;;
02/12/2016 12:01;02/12/2016 12:12;b108;Glorieta Antonio Machado;Plaza Gabriel y Galán;c2906;c2208
;;;;;;
02/12/2016 11:55;02/12/2016 12:10;b80;Puente Romano;Prosperidad;c302;c1607
;;;;;;
02/12/2016 11:49;02/12/2016 12:00;b159;Parque Zona Carrefour;Campus Unamuno;c708;c1319
;;;;;;
02/12/2016 11:44;02/12/2016 11:48;b90;María Auxiliadora;Plaza Poeta Iglesias;c810;c106
;;;;;;
02/12/2016 11:43;02/12/2016 12:01;b111;Estación de autobuses;Glorieta CYL;c1003;c1908
;;;;;;
02/12/2016 11:43;02/12/2016 12:06;b105;Tejares;Barrio San José;c605;c503
;;;;;;
02/12/2016 11:43;02/12/2016 11:49;b100;Plaza Poeta Iglesias;Plaza del Oeste;c102;c2405
;;;;;;
02/12/2016 11:42;02/12/2016 12:21;b171;Salas Bajas;Salas Bajas;c2706;c2706
;;;;;;
02/12/2016 11:41;02/12/2016 12:23;b28;Campus Claretianos;Prosperidad;c1508;c1615
;;;;;;
02/12/2016 11:40;02/12/2016 11:51;b77;Estación de autobuses;Tejares;c1001;c608
;;;;;;
02/12/2016 11:35;02/12/2016 11:46;b37;Plaza Gabriel y Galán;Campus Unamuno;c2203;c1310
;;;;;;
02/12/2016 11:30;02/12/2016 11:53;b154;La Marina;María Auxiliadora;c1205;c802
;;;;;;
02/12/2016 11:27;02/12/2016 12:41;b127;Tejares;Tejares;c603;c604
;;;;;;
02/12/2016 11:27;02/12/2016 11:35;b146;Estación de autobuses;Plaza San Julián;c1002;c2609
;;;;;;
02/12/2016 11:23;02/12/2016 11:36;b77;Federico Anaya - Tilos;Estación de autobuses;c2103;c1001
;;;;;;
02/12/2016 11:19;02/12/2016 11:22;b156;Glorieta CYL;Federico Anaya - Tilos;c1905;c2102
;;;;;;
02/12/2016 11:14;02/12/2016 11:27;b30;Glorieta CYL;Paseo Canalejas;c1910;c2502
;;;;;;
02/12/2016 11:12;02/12/2016 11:23;b111;Plaza de los Bandos;Estación de autobuses;c205;c1003
;;;;;;
02/12/2016 11:12;02/12/2016 11:21;b170;Estación de trenes;Campus Ciencias;c901;c1407
;;;;;;
02/12/2016 11:11;02/12/2016 11:20;b79;Plaza Iglesia Pizarrales;Plaza de los Bandos;c1106;c205
;;;;;;
02/12/2016 11:11;02/12/2016 11:14;b51;Plaza Poeta Iglesias;Campus Ciencias;c110;c1413
;;;;;;
02/12/2016 11:05;02/12/2016 11:13;b122;Campus Unamuno;Puente Romano;c1302;c306
;;;;;;
02/12/2016 11:04;02/12/2016 11:53;b39;Estación de trenes;Plaza Poeta Iglesias;c905;c109
;;;;;;
02/12/2016 11:03;02/12/2016 11:11;b27;Glorieta CYL;Plaza Poeta Iglesias;c1913;c116
;;;;;;
02/12/2016 11:01;02/12/2016 11:02;b156;Glorieta CYL;Glorieta CYL;c1905;c1905
;;;;;;
02/12/2016 10:52;02/12/2016 11:00;b22;Paseo Canalejas;Plaza Gabriel y Galán;c2502;c2204
;;;;;;
02/12/2016 10:52;02/12/2016 11:04;b169;Parque Zona Carrefour;Parque La Alamedilla;c707;c2808
;;;;;;
02/12/2016 10:46;02/12/2016 11:36;b171;Puente Romano;Salas Bajas;c307;c2706
;;;;;;
02/12/2016 10:42;02/12/2016 10:52;b26;Paseo Canalejas;Estación de trenes;c2511;c908
;;;;;;
02/12/2016 10:39;02/12/2016 11:01;b51;Estación de autobuses;Plaza Poeta Iglesias;c1006;c110
;;;;;;
02/12/2016 10:09;02/12/2016 10:23;b169;La Marina;Parque Zona Carrefour;c1202;c707
;;;;;;
02/12/2016 10:05;02/12/2016 10:12;b170;Plaza Gabriel y Galán;Estación de trenes;c2202;c901
;;;;;;
02/12/2016 10:00;02/12/2016 10:40;b171;Huerta Otea;Puente Romano;c1805;c307
;;;;;;
02/12/2016 9:53;02/12/2016 10:02;b33;Plaza de los Bandos;Campus Unamuno;c204;c1314
;;;;;;
02/12/2016 9:49;02/12/2016 10:03;b116;Estación de trenes;Campus Ciencias;c901;c1406
;;;;;;
02/12/2016 9:45;02/12/2016 9:59;b169;Plaza Iglesia Pizarrales;La Marina;c1102;c1202
;;;;;;
02/12/2016 9:22;02/12/2016 9:28;b63;Estación de trenes;Parque La Alamedilla;c908;c2812
;;;;;;
02/12/2016 9:21;02/12/2016 9:31;b167;Parque Zona Carrefour;Parque La Alamedilla;c704;c2802
;;;;;;
02/12/2016 9:12;02/12/2016 9:15;b160;La Marina;Prosperidad;c1204;c1614
;;;;;;
02/12/2016 9:04;02/12/2016 9:15;b17;Estación de trenes;Plaza Poeta Iglesias;c912;c114
;;;;;;
02/12/2016 8:58;02/12/2016 9:08;b26;Estación de trenes;Paseo Canalejas;c902;c2511
;;;;;;
02/12/2016 8:58;02/12/2016 9:07;b11;Glorieta CYL;Campus Ciencias;c1912;c1408
;;;;;;
02/12/2016 8:56;02/12/2016 9:02;b97;Plaza Gabriel y Galán;Paseo Canalejas;c2204;c2509
;;;;;;
02/12/2016 8:55;02/12/2016 9:02;b98;Glorieta CYL;Parque La Alamedilla;c1908;c2817
;;;;;;
02/12/2016 8:54;02/12/2016 9:00;b115;Puente Romano;Nuevo Parking Hospital;c307;c402
;;;;;;
02/12/2016 8:53;02/12/2016 9:02;b113;María Auxiliadora;Campus Ciencias;c812;c1404
;;;;;;
02/12/2016 8:53;02/12/2016 8:59;b122;Plaza del Oeste;Campus Unamuno;c2409;c1302
;;;;;;
02/12/2016 8:49;02/12/2016 8:57;b148;Federico Anaya - Tilos;Plaza de los Bandos;c2109;c203
;;;;;;
02/12/2016 8:44;02/12/2016 8:52;b40;Glorieta Antonio Machado;Plaza Poeta Iglesias;c2910;c104
;;;;;;
02/12/2016 8:42;02/12/2016 8:54;b58;Federico Anaya - Tilos;Campus Ciencias;c2112;c1402
;;;;;;
02/12/2016 8:40;02/12/2016 8:44;b81;La Marina;Plaza Poeta Iglesias;c1206;c117
;;;;;;
02/12/2016 8:29;02/12/2016 8:36;b170;Glorieta CYL;Plaza Poeta Iglesias;c1909;c116
;;;;;;
02/12/2016 8:27;02/12/2016 8:37;b51;Glorieta Antonio Machado;Estación de autobuses;c2908;c1006
;;;;;;
02/12/2016 8:24;02/12/2016 8:31;b41;Estación de trenes;Plaza Poeta Iglesias;c904;c103
;;;;;;
02/12/2016 8:23;02/12/2016 8:33;b42;Plaza Iglesia Pizarrales;Campus Unamuno;c1108;c1316
;;;;;;
02/12/2016 8:20;02/12/2016 8:25;b10;Glorieta Antonio Machado;Plaza de los Bandos;c2907;c207
;;;;;;
02/12/2016 8:10;02/12/2016 8:15;b162;Huerta Otea;Campus Unamuno;c1804;c1305
;;;;;;
02/12/2016 8:10;02/12/2016 8:16;b100;María Auxiliadora;Plaza Poeta Iglesias;c806;c102
;;;;;;
02/12/2016 8:02;02/12/2016 8:09;b93;Plaza de los Bandos;Campus Unamuno;c203;c1318
;;;;;;
02/12/2016 8:01;02/12/2016 8:11;b26;Parque Zona Carrefour;Estación de trenes;c707;c902
;;;;;;
02/12/2016 7:43;02/12/2016 7:54;b47;Campus Claretianos;Nuevo Parking Hospital;c1507;c403
;;;;;;
02/12/2016 7:37;02/12/2016 7:47;b174;Parque Zona Carrefour;Campus Unamuno;c708;c1307
;;;;;;
02/12/2016 7:33;02/12/2016 7:48;b112;Estación de trenes;Campus Ciencias;c913;c1410
;;;;;;
02/12/2016 7:27;02/12/2016 7:32;b25;Glorieta Antonio Machado;Plaza de los Bandos;c2902;c209
;;;;;;
01/12/2016 21:56;01/12/2016 22:00;b134;Plaza Gabriel y Galán;Plaza Poeta Iglesias;c2207;c104
;;;;;;
01/12/2016 21:44;01/12/2016 21:57;b121;Estación de trenes;Puente Romano;c911;c311
;;;;;;
01/12/2016 21:41;01/12/2016 21:51;b11;Plaza Gabriel y Galán;Glorieta CYL;c2209;c1912
;;;;;;
01/12/2016 21:37;01/12/2016 21:53;b139;Nuevo Parking Hospital;Prosperidad;c402;c1612
;;;;;;
01/12/2016 21:30;01/12/2016 21:37;b12;Parque La Alamedilla;Plaza del Oeste;c2805;c2405
;;;;;;
01/12/2016 21:30;01/12/2016 21:39;b4;Plaza de los Bandos;Huerta Otea;c209;c1809
;;;;;;
01/12/2016 21:24;01/12/2016 21:55;b26;Salas Bajas;Parque Zona Carrefour;c2706;c707
;;;;;;
01/12/2016 21:21;01/12/2016 21:28;b40;Plaza Gabriel y Galán;Glorieta Antonio Machado;c2206;c2910
;;;;;;
01/12/2016 21:11;01/12/2016 21:16;b42;Parque Zona Carrefour;Plaza Iglesia Pizarrales;c706;c1108
;;;;;;
01/12/2016 21:07;01/12/2016 21:22;b66;Plaza Gabriel y Galán;Plaza Poeta Iglesias;c2204;c105
;;;;;;
01/12/2016 21:04;01/12/2016 21:57;b61;Estación de trenes;Plaza de Toros;c902;c2302
;;;;;;
01/12/2016 20:57;01/12/2016 21:08;b10;Estación de autobuses;Glorieta Antonio Machado;c1007;c2907
;;;;;;
01/12/2016 20:51;01/12/2016 20:55;b41;Parque La Alamedilla;Estación de trenes;c2804;c904
;;;;;;
01/12/2016 20:50;01/12/2016 20:58;b66;María Auxiliadora;Plaza Gabriel y Galán;c802;c2204
;;;;;;
01/12/2016 20:49;01/12/2016 20:59;b61;Plaza Poeta Iglesias;Estación de trenes;c109;c902
;;;;;;
01/12/2016 20:48;01/12/2016 20:58;b120;Campus Claretianos;Parque La Alamedilla;c1515;c2814
;;;;;;
01/12/2016 20:47;01/12/2016 21:01;b116;Glorieta CYL;Estación de trenes;c1904;c901
;;;;;;
01/12/2016 20:46;01/12/2016 20:54;b24;Campus Claretianos;Estación de trenes;c1509;c903
;;;;;;
01/12/2016 20:43;01/12/2016 20:47;b38;La Marina;Prosperidad;c1204;c1608
;;;;;;
01/12/2016 20:39;01/12/2016 20:40;b66;María Auxiliadora;María Auxiliadora;c802;c802
;;;;;;
01/12/2016 20:35;01/12/2016 20:43;b141;Paseo Canalejas;Salas Bajas;c2508;c2708
;;;;;;
01/12/2016 20:27;01/12/2016 20:51;b41;Plaza de los Bandos;Parque La Alamedilla;c207;c2804
;;;;;;
01/12/2016 20:14;01/12/2016 20:28;b79;Plaza Poeta Iglesias;Plaza Iglesia Pizarrales;c108;c1106
;;;;;;
01/12/2016 20:03;01/12/2016 20:15;b152;Plaza de los Bandos;Prosperidad;c205;c1604
;;;;;;
01/12/2016 20:01;01/12/2016 20:08;b33;Estación de trenes;Plaza San Julián;c903;c2606
;;;;;;
01/12/2016 19:57;01/12/2016 20:09;b135;Campus Claretianos;Estación de autobuses;c1513;c1011
;;;;;;
01/12/2016 19:55;01/12/2016 20:09;b95;Campus Claretianos;Estación de autobuses;c1511;c1010
;;;;;;
01/12/2016 19:55;01/12/2016 20:01;b27;Parque Zona Carrefour;Glorieta CYL;c702;c1913
;;;;;;
01/12/2016 19:48;01/12/2016 19:55;b122;Parque Zona Carrefour;Plaza del Oeste;c707;c2409
;;;;;;
01/12/2016 19:43;01/12/2016 19:49;b77;Parque Zona Carrefour;Federico Anaya - Tilos;c704;c2103
;;;;;;
01/12/2016 19:42;01/12/2016 19:50;b174;Campus Unamuno;Puente Romano;c1317;c310
;;;;;;
01/12/2016 19:41;01/12/2016 19:42;b27;Parque Zona Carrefour;Parque Zona Carrefour;c702;c702
;;;;;;
01/12/2016 19:33;01/12/2016 19:42;b66;Plaza de los Bandos;María Auxiliadora;c203;c802
;;;;;;
01/12/2016 19:22;01/12/2016 19:31;b52;Prosperidad;Puente Romano;c1604;c309
;;;;;;
01/12/2016 19:20;01/12/2016 19:26;b90;Campus Claretianos;María Auxiliadora;c1505;c810
;;;;;;
01/12/2016 19:13;01/12/2016 19:21;b51;Parque La Alamedilla;Glorieta Antonio Machado;c2818;c2908
;;;;;;
01/12/2016 19:03;01/12/2016 19:13;b10;Glorieta Antonio Machado;Estación de autobuses;c2910;c1007
;;;;;;
01/12/2016 19:00;01/12/2016 19:51;b33;Federico Anaya - Tilos;Estación de trenes;c2104;c903
;;;;;;
01/12/2016 18:56;01/12/2016 19:08;b108;Campus Ciencias;Glorieta Antonio Machado;c1409;c2906
;;;;;;
01/12/2016 18:54;01/12/2016 19:05;b169;Plaza Gabriel y Galán;Plaza Iglesia Pizarrales;c2202;c1102
;;;;;;
01/12/2016 18:50;01/12/2016 18:58;b115;Plaza San Julián;Puente Romano;c2606;c307
;;;;;;
01/12/2016 18:48;01/12/2016 18:57;b104;Glorieta Alto del Rollo;Plaza Poeta Iglesias;c2003;c110
;;;;;;
01/12/2016 18:42;01/12/2016 18:59;b97;Campus Claretianos;Plaza del Oeste;c1502;c2401
;;;;;;
01/12/2016 18:38;01/12/2016 18:47;b41;Campus Claretianos;Plaza de los Bandos;c1503;c207
;;;;;;
01/12/2016 18:36;01/12/2016 18:48;b47;Plaza Poeta Iglesias;Huerta Otea;c102;c1802
;;;;;;
01/12/2016 18:35;01/12/2016 18:42;b40;Prosperidad;Plaza Gabriel y Galán;c1608;c2206
;;;;;;
01/12/2016 18:35;01/12/2016 18:44;b169;Plaza Iglesia Pizarrales;Plaza Gabriel y Galán;c1106;c2202
;;;;;;
01/12/2016 18:34;01/12/2016 18:35;b40;Prosperidad;Prosperidad;c1608;c1608
;;;;;;
01/12/2016 18:33;01/12/2016 18:39;b79;Plaza del Oeste;Plaza Poeta Iglesias;c2410;c108
;;;;;;
01/12/2016 18:30;01/12/2016 18:59;b26;Estación de autobuses;Salas Bajas;c1003;c2706
;;;;;;
01/12/2016 18:27;01/12/2016 18:33;b10;Plaza de los Bandos;Glorieta Antonio Machado;c207;c2910
;;;;;;
01/12/2016 18:25;01/12/2016 18:35;b90;Estación de autobuses;Campus Claretianos;c1006;c1505
;;;;;;
01/12/2016 18:23;01/12/2016 18:31;b108;Parque La Alamedilla;Campus Ciencias;c2812;c1409
;;;;;;
01/12/2016 18:23;01/12/2016 18:29;b132;Prosperidad;Parque La Alamedilla;c1607;c2809
;;;;;;
01/12/2016 18:22;01/12/2016 18:29;b122;Federico Anaya - Tilos;Parque Zona Carrefour;c2106;c707
;;;;;;
01/12/2016 18:19;01/12/2016 18:28;b114;Plaza Gabriel y Galán;Plaza Iglesia Pizarrales;c2204;c1103
;;;;;;
01/12/2016 18:16;01/12/2016 18:29;b8;Plaza Poeta Iglesias;Prosperidad;c104;c1610
;;;;;;
01/12/2016 18:12;01/12/2016 18:17;b132;Glorieta Antonio Machado;Prosperidad;c2907;c1607
;;;;;;
01/12/2016 18:10;01/12/2016 18:14;b108;Glorieta Antonio Machado;Parque La Alamedilla;c2901;c2812
;;;;;;
01/12/2016 18:03;01/12/2016 18:15;b113;Glorieta Alto del Rollo;María Auxiliadora;c2002;c812
;;;;;;
01/12/2016 17:59;01/12/2016 18:10;b111;Plaza Iglesia Pizarrales;Plaza Poeta Iglesias;c1108;c114
;;;;;;
01/12/2016 17:58;01/12/2016 18:12;b63;Plaza Poeta Iglesias;Estación de trenes;c111;c908
;;;;;;
01/12/2016 17:55;01/12/2016 18:33;b173;Plaza Poeta Iglesias;Plaza de Toros;c114;c2304
;;;;;;
01/12/2016 17:54;01/12/2016 18:01;b174;Plaza del Oeste;Campus Unamuno;c2405;c1317
;;;;;;
01/12/2016 17:52;01/12/2016 18:16;b115;Plaza Poeta Iglesias;Plaza San Julián;c106;c2606
;;;;;;
01/12/2016 17:52;01/12/2016 18:41;b136;Plaza Iglesia Pizarrales;Plaza Iglesia Pizarrales;c1102;c1105
;;;;;;
01/12/2016 17:51;01/12/2016 17:59;b114;Estación de trenes;Plaza Gabriel y Galán;c902;c2204
;;;;;;
01/12/2016 17:15;01/12/2016 17:32;b93;Campus Unamuno;Plaza San Julián;c1318;c2609
;;;;;;
01/12/2016 17:15;01/12/2016 17:16;b79;Plaza del Oeste;Plaza del Oeste;c2409;c2410
;;;;;;
01/12/2016 17:11;01/12/2016 17:16;b63;La Marina;Plaza Poeta Iglesias;c1208;c111
;;;;;;
01/12/2016 17:10;01/12/2016 17:20;b150;Plaza Gabriel y Galán;Prosperidad;c2206;c1614
;;;;;;
01/12/2016 17:10;02/12/2016 6:36;b88;Estación de autobuses;Puente Romano;c1010;c303
;;;;;;
01/12/2016 16:57;01/12/2016 17:04;b128;Plaza Gabriel y Galán;Salas Bajas;c2204;c2711
;;;;;;
01/12/2016 16:56;01/12/2016 16:59;b22;La Marina;Paseo Canalejas;c1202;c2502
;;;;;;
01/12/2016 16:52;01/12/2016 16:59;b135;Plaza Gabriel y Galán;Campus Claretianos;c2202;c1513
;;;;;;
01/12/2016 16:51;01/12/2016 17:00;b115;Parque Zona Carrefour;Plaza Poeta Iglesias;c702;c106
;;;;;;
01/12/2016 16:47;01/12/2016 16:52;b134;Plaza San Julián;Plaza Gabriel y Galán;c2611;c2207
;;;;;;
01/12/2016 16:45;01/12/2016 17:02;b26;Federico Anaya - Tilos;Estación de autobuses;c2103;c1003
;;;;;;
01/12/2016 16:33;01/12/2016 16:42;b8;Federico Anaya - Tilos;Plaza Poeta Iglesias;c2114;c104
;;;;;;
01/12/2016 16:30;01/12/2016 16:37;b135;Glorieta CYL;Plaza Gabriel y Galán;c1912;c2202
;;;;;;
01/12/2016 16:29;01/12/2016 16:38;b118;Federico Anaya - Tilos;Campus Ciencias;c2102;c1412
;;;;;;
01/12/2016 16:14;01/12/2016 16:21;b148;Parque Zona Carrefour;Federico Anaya - Tilos;c705;c2109
;;;;;;
01/12/2016 16:10;01/12/2016 17:04;b10;Plaza de los Bandos;Plaza de los Bandos;c207;c207
;;;;;;
01/12/2016 16:05;01/12/2016 16:15;b97;Plaza Poeta Iglesias;Campus Claretianos;c104;c1502
;;;;;;
01/12/2016 16:04;01/12/2016 16:10;b65;María Auxiliadora;Campus Ciencias;c805;c1414
;;;;;;
01/12/2016 16:01;01/12/2016 16:07;b12;Estación de trenes;Parque La Alamedilla;c910;c2805
;;;;;;
01/12/2016 16:00;01/12/2016 16:10;b134;Prosperidad;Plaza San Julián;c1603;c2611
;;;;;;
01/12/2016 15:55;01/12/2016 16:07;b165;Plaza del Oeste;Campus Ciencias;c2402;c1403
;;;;;;
01/12/2016 15:54;01/12/2016 16:06;b95;Plaza del Oeste;Campus Claretianos;c2401;c1511
;;;;;;
01/12/2016 15:53;01/12/2016 15:59;b100;La Marina;Glorieta Alto del Rollo;c1204;c2001
;;;;;;
01/12/2016 15:52;01/12/2016 15:53;b174;Plaza del Oeste;Plaza del Oeste;c2405;c2405
;;;;;;
01/12/2016 15:51;01/12/2016 15:57;b173;Plaza de Toros;Plaza Poeta Iglesias;c2303;c114
;;;;;;
01/12/2016 15:51;01/12/2016 15:52;b174;Plaza del Oeste;Plaza del Oeste;c2405;c2405
;;;;;;
01/12/2016 15:49;01/12/2016 15:50;b165;Plaza del Oeste;Plaza del Oeste;c2402;c2402
;;;;;;
01/12/2016 15:47;01/12/2016 15:55;b140;Barrio San José;Salas Bajas;c506;c2704
;;;;;;
01/12/2016 15:46;01/12/2016 15:52;b97;María Auxiliadora;Plaza Poeta Iglesias;c803;c104
;;;;;;
01/12/2016 15:44;01/12/2016 15:56;b41;Estación de trenes;Campus Claretianos;c908;c1503
;;;;;;
01/12/2016 15:43;01/12/2016 15:53;b76;Salas Bajas;Paseo Canalejas;c2704;c2505
;;;;;;
01/12/2016 15:39;01/12/2016 15:49;b124;Parque Zona Carrefour;Plaza Gabriel y Galán;c704;c2210
;;;;;;
01/12/2016 15:33;01/12/2016 15:43;b4;Huerta Otea;Plaza de los Bandos;c1807;c209
;;;;;;
01/12/2016 15:31;01/12/2016 15:38;b156;Parque Zona Carrefour;Glorieta CYL;c701;c1905
;;;;;;
01/12/2016 15:31;01/12/2016 15:45;b122;Federico Anaya - Tilos;Federico Anaya - Tilos;c2109;c2106
;;;;;;
01/12/2016 15:26;01/12/2016 15:35;b115;Federico Anaya - Tilos;Parque Zona Carrefour;c2106;c702
;;;;;;
01/12/2016 15:19;01/12/2016 15:27;b22;Plaza del Oeste;La Marina;c2404;c1202
;;;;;;
01/12/2016 15:16;01/12/2016 15:30;b170;Plaza Poeta Iglesias;Glorieta CYL;c111;c1909
;;;;;;
01/12/2016 15:13;01/12/2016 15:20;b47;Glorieta Antonio Machado;Plaza Poeta Iglesias;c2911;c102
;;;;;;
01/12/2016 15:09;01/12/2016 15:22;b112;Plaza Poeta Iglesias;Estación de trenes;c114;c913
;;;;;;
01/12/2016 15:08;01/12/2016 15:17;b66;Campus Unamuno;Plaza de los Bandos;c1304;c203
;;;;;;
01/12/2016 15:07;01/12/2016 15:15;b152;Campus Unamuno;Plaza de los Bandos;c1314;c205
;;;;;;
01/12/2016 15:02;01/12/2016 15:07;b162;Campus Unamuno;Huerta Otea;c1307;c1804
;;;;;;
01/12/2016 14:59;01/12/2016 16:36;b42;Puente Romano;Puente Romano;c311;c311
;;;;;;
01/12/2016 14:57;01/12/2016 15:02;b12;Parque La Alamedilla;Estación de trenes;c2808;c910
;;;;;;
01/12/2016 14:54;01/12/2016 15:05;b120;Nuevo Parking Hospital;Campus Claretianos;c403;c1515
;;;;;;
01/12/2016 14:52;01/12/2016 14:59;b136;Plaza del Oeste;Plaza Iglesia Pizarrales;c2411;c1102
;;;;;;
01/12/2016 14:51;01/12/2016 14:52;b165;Plaza del Oeste;Plaza del Oeste;c2408;c2402
;;;;;;
01/12/2016 14:46;01/12/2016 15:01;b93;Campus Claretianos;Campus Unamuno;c1507;c1318
;;;;;;
01/12/2016 14:41;01/12/2016 14:50;b58;Plaza Poeta Iglesias;Federico Anaya - Tilos;c117;c2112
;;;;;;
01/12/2016 14:41;01/12/2016 14:49;b95;La Marina;Plaza del Oeste;c1202;c2401
;;;;;;
01/12/2016 14:40;01/12/2016 14:41;b100;La Marina;La Marina;c1204;c1204
;;;;;;
01/12/2016 14:39;01/12/2016 14:48;b8;Plaza Poeta Iglesias;Federico Anaya - Tilos;c102;c2114
;;;;;;
01/12/2016 14:32;01/12/2016 14:47;b156;Estación de trenes;Parque Zona Carrefour;c901;c701
;;;;;;
01/12/2016 14:31;01/12/2016 14:46;b108;Parque Zona Carrefour;Glorieta Antonio Machado;c703;c2901
;;;;;;
01/12/2016 14:28;01/12/2016 14:35;b101;Plaza San Julián;Estación de trenes;c2609;c901
;;;;;;
01/12/2016 14:27;01/12/2016 14:35;b50;Plaza Poeta Iglesias;Parque La Alamedilla;c110;c2819
;;;;;;
01/12/2016 14:25;01/12/2016 14:36;b132;Plaza San Julián;Glorieta Antonio Machado;c2602;c2907
;;;;;;
01/12/2016 14:25;01/12/2016 14:30;b30;María Auxiliadora;Glorieta CYL;c802;c1910
;;;;;;
01/12/2016 14:23;01/12/2016 14:34;b28;Puente Romano;Tejares;c309;c607
;;;;;;
01/12/2016 14:21;01/12/2016 14:33;b135;La Marina;Glorieta CYL;c1201;c1912
;;;;;;
01/12/2016 14:12;01/12/2016 14:18;b121;La Marina;Estación de trenes;c1206;c911
;;;;;;
01/12/2016 14:12;01/12/2016 14:23;b27;Campus Ciencias;Estación de trenes;c1409;c903
;;;;;;
01/12/2016 14:11;01/12/2016 14:30;b134;Barrio San José;Prosperidad;c504;c1603
;;;;;;
01/12/2016 14:08;01/12/2016 14:20;b65;Campus Ciencias;María Auxiliadora;c1405;c805
;;;;;;
01/12/2016 14:05;01/12/2016 14:07;b27;Campus Ciencias;Campus Ciencias;c1409;c1409
;;;;;;
01/12/2016 14:05;01/12/2016 14:20;b8;Glorieta Antonio Machado;Plaza Poeta Iglesias;c2905;c102
;;;;;;
01/12/2016 14:04;01/12/2016 14:09;b11;Paseo Canalejas;Plaza Gabriel y Galán;c2509;c2209
;;;;;;
01/12/2016 14:03;01/12/2016 14:40;b90;Plaza Poeta Iglesias;Glorieta Alto del Rollo;c103;c2007
;;;;;;
01/12/2016 14:02;01/12/2016 14:11;b41;Paseo Canalejas;Estación de trenes;c2511;c908
;;;;;;
01/12/2016 14:00;01/12/2016 14:07;b160;Estación de autobuses;Huerta Otea;c1004;c1803
;;;;;;
01/12/2016 13:58;01/12/2016 14:09;b115;Plaza de los Bandos;Federico Anaya - Tilos;c209;c2106
;;;;;;
01/12/2016 13:56;01/12/2016 14:13;b173;Parque La Alamedilla;Plaza de Toros;c2803;c2303
;;;;;;
01/12/2016 13:52;01/12/2016 13:59;b100;Plaza Poeta Iglesias;La Marina;c108;c1204
;;;;;;
01/12/2016 13:50;01/12/2016 14:10;b17;Campus Ciencias;Estación de trenes;c1407;c912
;;;;;;
01/12/2016 13:49;01/12/2016 14:07;b25;Campus Ciencias;Glorieta Antonio Machado;c1414;c2902
;;;;;;
01/12/2016 13:36;01/12/2016 13:44;b79;Plaza San Julián;Plaza del Oeste;c2606;c2409
;;;;;;
01/12/2016 13:32;01/12/2016 13:42;b152;Plaza Poeta Iglesias;Campus Unamuno;c102;c1314
;;;;;;
01/12/2016 13:27;01/12/2016 13:36;b140;La Marina;Barrio San José;c1204;c506
;;;;;;
01/12/2016 13:19;01/12/2016 13:34;b14;Plaza Poeta Iglesias;Estación de trenes;c106;c907
;;;;;;
01/12/2016 13:18;01/12/2016 13:42;b171;Estación de autobuses;Huerta Otea;c1006;c1805
;;;;;;
01/12/2016 13:17;01/12/2016 13:44;b156;Campus Ciencias;Estación de trenes;c1406;c901
;;;;;;
