FechaInicio;FechaFin;Bicicleta;Origen;Destino;CandadoOrigen;CandadoDestino
;;;;;;
05/10/2016 13:51;05/10/2016 13:55;b40;Glorieta CYL;María Auxiliadora;c1913;c807
;;;;;;
05/10/2016 13:44;05/10/2016 14:09;b23;Campus Ciencias;Glorieta Antonio Machado;c1402;c2907
;;;;;;
05/10/2016 13:42;05/10/2016 13:55;b51;Campus Ciencias;Huerta Otea;c1410;c1806
;;;;;;
05/10/2016 13:42;05/10/2016 13:54;b114;Plaza de los Bandos;Glorieta Alto del Rollo;c209;c2002
;;;;;;
05/10/2016 13:41;05/10/2016 13:48;b24;Barrio San José;Zurguén;c504;c1711
;;;;;;
05/10/2016 13:39;05/10/2016 13:47;b154;Plaza Poeta Iglesias;Glorieta Antonio Machado;c115;c2904
;;;;;;
05/10/2016 13:37;05/10/2016 13:51;b8;Plaza de los Bandos;Plaza Poeta Iglesias;c207;c106
;;;;;;
05/10/2016 13:36;05/10/2016 13:47;b11;Plaza Poeta Iglesias;Campus Unamuno;c101;c1305
;;;;;;
05/10/2016 13:35;05/10/2016 13:51;b140;Parque Zona Carrefour;Glorieta Antonio Machado;c709;c2906
;;;;;;
05/10/2016 13:29;05/10/2016 13:45;b75;Barrio San José;Huerta Otea;c502;c1802
;;;;;;
05/10/2016 13:23;05/10/2016 13:54;b98;Barrio San José;La Marina;c505;c1212
;;;;;;
05/10/2016 13:22;05/10/2016 13:30;b40;Parque La Alamedilla;Glorieta CYL;c2810;c1913
;;;;;;
05/10/2016 13:22;05/10/2016 13:41;b125;Campus Unamuno;Parque La Alamedilla;c1316;c2805
;;;;;;
05/10/2016 13:20;05/10/2016 13:33;b93;Plaza Poeta Iglesias;Plaza Iglesia Pizarrales;c106;c1104
;;;;;;
05/10/2016 13:19;05/10/2016 13:41;b141;Campus Unamuno;Paseo Canalejas;c1307;c2502
;;;;;;
05/10/2016 13:18;05/10/2016 13:22;b129;Glorieta Antonio Machado;Glorieta Alto del Rollo;c2910;c2004
;;;;;;
05/10/2016 13:16;05/10/2016 13:30;b111;Campus Ciencias;Estación de trenes;c1407;c904
;;;;;;
05/10/2016 13:13;05/10/2016 13:30;b103;Campus Ciencias;Estación de trenes;c1404;c907
;;;;;;
05/10/2016 13:13;05/10/2016 13:24;b95;Barrio San José;Plaza Poeta Iglesias;c502;c104
;;;;;;
05/10/2016 13:11;05/10/2016 13:21;b42;Estación de autobuses;Campus Claretianos;c1007;c1511
;;;;;;
05/10/2016 13:11;05/10/2016 13:58;b100;Plaza Gabriel y Galán;Estación de trenes;c2210;c903
;;;;;;
05/10/2016 13:10;05/10/2016 13:18;b28;Plaza Poeta Iglesias;Parque La Alamedilla;c108;c2808
;;;;;;
05/10/2016 13:08;05/10/2016 14:08;b134;Glorieta CYL;Federico Anaya - Tilos;c1911;c2108
;;;;;;
05/10/2016 13:06;05/10/2016 13:11;b15;Campus Ciencias;Plaza Poeta Iglesias;c1411;c113
;;;;;;
05/10/2016 13:02;05/10/2016 13:13;b26;Prosperidad;María Auxiliadora;c1602;c805
;;;;;;
05/10/2016 13:00;05/10/2016 13:09;b101;María Auxiliadora;Parque La Alamedilla;c804;c2803
;;;;;;
05/10/2016 12:58;05/10/2016 13:22;b14;Campus Ciencias;Barrio San José;c1406;c507
;;;;;;
05/10/2016 12:56;05/10/2016 13:24;b120;Plaza Poeta Iglesias;Estación de trenes;c107;c905
;;;;;;
05/10/2016 12:55;05/10/2016 13:04;b19;Estación de autobuses;Salas Bajas;c1004;c2712
;;;;;;
05/10/2016 12:54;05/10/2016 13:00;b31;Parque Zona Carrefour;María Auxiliadora;c705;c812
;;;;;;
05/10/2016 12:54;05/10/2016 13:22;b112;Parque La Alamedilla;Campus Unamuno;c2814;c1315
;;;;;;
05/10/2016 12:51;05/10/2016 13:00;b125;Plaza San Julián;Campus Unamuno;c2609;c1316
;;;;;;
05/10/2016 12:49;05/10/2016 13:23;b75;Glorieta CYL;Barrio San José;c1906;c502
;;;;;;
05/10/2016 12:48;05/10/2016 13:33;b171;Campus Ciencias;Prosperidad;c1413;c1605
;;;;;;
05/10/2016 12:43;05/10/2016 12:53;b71;Estación de trenes;Plaza Poeta Iglesias;c901;c116
;;;;;;
05/10/2016 12:36;05/10/2016 12:48;b134;La Marina;Glorieta CYL;c1209;c1911
;;;;;;
05/10/2016 12:32;05/10/2016 13:04;b38;Prosperidad;Estación de autobuses;c1606;c1004
;;;;;;
05/10/2016 12:30;05/10/2016 13:15;b132;Plaza del Oeste;Campus Unamuno;c2405;c1302
;;;;;;
05/10/2016 12:28;05/10/2016 12:34;b58;Plaza del Oeste;Parque La Alamedilla;c2408;c2813
;;;;;;
05/10/2016 12:25;05/10/2016 12:42;b51;Estación de trenes;Campus Ciencias;c903;c1410
;;;;;;
05/10/2016 12:23;05/10/2016 12:32;b160;Estación de autobuses;María Auxiliadora;c1002;c810
;;;;;;
05/10/2016 12:23;05/10/2016 12:47;b31;Puente Romano;Parque Zona Carrefour;c306;c705
;;;;;;
05/10/2016 12:15;05/10/2016 12:32;b148;Campus Ciencias;Campus Claretianos;c1403;c1509
;;;;;;
05/10/2016 12:11;05/10/2016 12:26;b174;Plaza Gabriel y Galán;Plaza Gabriel y Galán;c2208;c2208
;;;;;;
05/10/2016 12:10;05/10/2016 12:17;b45;Estación de trenes;Plaza Gabriel y Galán;c904;c2202
;;;;;;
05/10/2016 12:02;05/10/2016 12:12;b124;Prosperidad;María Auxiliadora;c1616;c803
;;;;;;
05/10/2016 11:48;05/10/2016 12:08;b31;Parque Zona Carrefour;Puente Romano;c705;c306
;;;;;;
05/10/2016 11:47;05/10/2016 12:21;b128;Tejares;Puente Romano;c603;c308
;;;;;;
05/10/2016 11:46;05/10/2016 11:56;b22;Nuevo Parking Hospital;Tejares;c408;c605
;;;;;;
05/10/2016 11:46;05/10/2016 11:57;b72;Plaza Iglesia Pizarrales;Plaza de Toros;c1106;c2306
;;;;;;
05/10/2016 11:45;05/10/2016 12:21;b104;Tejares;Puente Romano;c606;c305
;;;;;;
05/10/2016 11:42;05/10/2016 11:51;b66;Campus Claretianos;María Auxiliadora;c1502;c802
;;;;;;
05/10/2016 11:38;05/10/2016 11:50;b94;Federico Anaya - Tilos;Plaza de los Bandos;c2108;c203
;;;;;;
05/10/2016 11:33;05/10/2016 11:50;b89;María Auxiliadora;Campus Unamuno;c803;c1314
;;;;;;
05/10/2016 11:33;05/10/2016 11:42;b72;Parque Zona Carrefour;Plaza Iglesia Pizarrales;c704;c1106
;;;;;;
05/10/2016 11:32;05/10/2016 11:43;b164;Glorieta CYL;Prosperidad;c1905;c1604
;;;;;;
05/10/2016 11:31;05/10/2016 11:41;b154;Glorieta Antonio Machado;Plaza Poeta Iglesias;c2904;c115
;;;;;;
05/10/2016 11:30;05/10/2016 11:35;b26;Glorieta Alto del Rollo;Prosperidad;c2004;c1602
;;;;;;
05/10/2016 11:22;05/10/2016 12:06;b76;Salas Bajas;Plaza de Toros;c2703;c2303
;;;;;;
05/10/2016 11:03;05/10/2016 11:51;b169;Salas Bajas;Huerta Otea;c2708;c1811
;;;;;;
05/10/2016 11:00;05/10/2016 11:07;b136;Plaza Poeta Iglesias;Campus Unamuno;c104;c1317
;;;;;;
05/10/2016 10:59;05/10/2016 11:09;b48;Campus Claretianos;Estación de autobuses;c1510;c1006
;;;;;;
05/10/2016 10:58;05/10/2016 11:06;b171;La Marina;Campus Ciencias;c1207;c1413
;;;;;;
05/10/2016 10:56;05/10/2016 11:04;b28;Parque La Alamedilla;Plaza Poeta Iglesias;c2809;c108
;;;;;;
05/10/2016 10:54;05/10/2016 11:04;b87;Parque La Alamedilla;Plaza Poeta Iglesias;c2805;c104
;;;;;;
05/10/2016 10:54;05/10/2016 11:02;b42;Campus Claretianos;Estación de autobuses;c1512;c1007
;;;;;;
05/10/2016 10:42;05/10/2016 10:50;b9;Plaza de los Bandos;Campus Unamuno;c205;c1303
;;;;;;
05/10/2016 10:32;05/10/2016 10:37;b11;Parque La Alamedilla;Plaza Poeta Iglesias;c2801;c101
;;;;;;
05/10/2016 10:31;05/10/2016 10:58;b56;Prosperidad;Tejares;c1602;c608
;;;;;;
05/10/2016 10:30;05/10/2016 10:59;b104;Prosperidad;Tejares;c1608;c606
;;;;;;
05/10/2016 10:23;05/10/2016 11:13;b76;Plaza de Toros;Salas Bajas;c2306;c2703
;;;;;;
05/10/2016 10:21;05/10/2016 10:24;b129;Glorieta Alto del Rollo;Glorieta Antonio Machado;c2010;c2910
;;;;;;
05/10/2016 10:20;05/10/2016 10:27;b56;Glorieta Antonio Machado;Prosperidad;c2911;c1602
;;;;;;
05/10/2016 10:19;05/10/2016 10:28;b38;La Marina;Prosperidad;c1203;c1606
;;;;;;
05/10/2016 10:15;05/10/2016 10:31;b72;Campus Unamuno;Parque Zona Carrefour;c1303;c704
;;;;;;
05/10/2016 10:10;05/10/2016 10:15;b112;Plaza Gabriel y Galán;Parque La Alamedilla;c2206;c2814
;;;;;;
05/10/2016 10:09;05/10/2016 10:14;b29;La Marina;Plaza Gabriel y Galán;c1207;c2211
;;;;;;
05/10/2016 10:09;05/10/2016 10:17;b35;Glorieta Alto del Rollo;Plaza San Julián;c2003;c2606
;;;;;;
05/10/2016 10:08;05/10/2016 10:55;b169;Puente Romano;Salas Bajas;c309;c2708
;;;;;;
05/10/2016 10:03;05/10/2016 10:12;b171;Parque La Alamedilla;Campus Ciencias;c2808;c1413
;;;;;;
05/10/2016 10:03;05/10/2016 10:14;b77;Plaza Iglesia Pizarrales;Plaza Poeta Iglesias;c1106;c105
;;;;;;
05/10/2016 10:02;05/10/2016 10:12;b136;Plaza Iglesia Pizarrales;Plaza Poeta Iglesias;c1104;c104
;;;;;;
05/10/2016 10:01;05/10/2016 10:07;b71;Plaza Gabriel y Galán;Estación de trenes;c2202;c901
;;;;;;
05/10/2016 9:58;05/10/2016 10:06;b160;Plaza de los Bandos;Estación de autobuses;c203;c1002
;;;;;;
05/10/2016 9:58;05/10/2016 10:02;b87;Glorieta Alto del Rollo;Parque La Alamedilla;c2006;c2805
;;;;;;
05/10/2016 9:57;05/10/2016 10:05;b2;Federico Anaya - Tilos;Federico Anaya - Tilos;c2102;c2102
;;;;;;
05/10/2016 9:56;05/10/2016 10:03;b117;Parque Zona Carrefour;Campus Claretianos;c702;c1508
;;;;;;
05/10/2016 9:53;05/10/2016 10:01;b63;Plaza de Toros;Plaza San Julián;c2305;c2605
;;;;;;
05/10/2016 9:49;05/10/2016 9:56;b137;Huerta Otea;Salas Bajas;c1805;c2710
;;;;;;
05/10/2016 9:49;05/10/2016 9:58;b15;Parque La Alamedilla;Campus Ciencias;c2803;c1411
;;;;;;
05/10/2016 9:44;05/10/2016 9:55;b66;Plaza Gabriel y Galán;Campus Claretianos;c2204;c1502
;;;;;;
05/10/2016 9:41;05/10/2016 9:50;b47;La Marina;Plaza de Toros;c1204;c2302
;;;;;;
05/10/2016 9:39;05/10/2016 9:48;b120;Estación de trenes;Plaza Poeta Iglesias;c911;c107
;;;;;;
05/10/2016 9:30;05/10/2016 9:36;b41;Plaza del Oeste;Campus Unamuno;c2403;c1312
;;;;;;
05/10/2016 9:24;05/10/2016 9:35;b98;Nuevo Parking Hospital;Barrio San José;c403;c505
;;;;;;
05/10/2016 9:23;05/10/2016 9:36;b26;Glorieta Antonio Machado;Campus Ciencias;c2909;c1412
;;;;;;
05/10/2016 9:23;05/10/2016 10:04;b169;Huerta Otea;Puente Romano;c1808;c309
;;;;;;
05/10/2016 9:19;05/10/2016 9:40;b168;Plaza Poeta Iglesias;Tejares;c108;c605
;;;;;;
05/10/2016 9:19;05/10/2016 9:28;b15;Parque Zona Carrefour;Parque La Alamedilla;c701;c2803
;;;;;;
05/10/2016 9:16;05/10/2016 9:25;b160;María Auxiliadora;Plaza de los Bandos;c808;c203
;;;;;;
05/10/2016 9:13;05/10/2016 9:18;b11;Plaza Poeta Iglesias;Parque La Alamedilla;c101;c2801
;;;;;;
05/10/2016 9:12;05/10/2016 9:15;b124;La Marina;Prosperidad;c1202;c1616
;;;;;;
05/10/2016 9:07;05/10/2016 9:15;b14;María Auxiliadora;Campus Ciencias;c802;c1406
;;;;;;
05/10/2016 9:06;05/10/2016 9:16;b103;Estación de trenes;Campus Ciencias;c907;c1404
;;;;;;
05/10/2016 9:02;05/10/2016 9:10;b138;María Auxiliadora;Campus Ciencias;c810;c1413
;;;;;;
05/10/2016 9:01;05/10/2016 9:12;b134;Plaza de Toros;Campus Ciencias;c2310;c1408
;;;;;;
05/10/2016 9:00;05/10/2016 9:11;b2;Federico Anaya - Tilos;Federico Anaya - Tilos;c2102;c2102
;;;;;;
05/10/2016 8:57;05/10/2016 9:10;b89;Glorieta CYL;Campus Ciencias;c1910;c1411
;;;;;;
05/10/2016 8:56;05/10/2016 9:02;b152;Plaza Gabriel y Galán;Campus Ciencias;c2201;c1409
;;;;;;
05/10/2016 8:55;05/10/2016 9:05;b176;La Marina;Campus Ciencias;c1206;c1414
;;;;;;
05/10/2016 8:55;05/10/2016 9:13;b93;Glorieta Antonio Machado;Plaza Poeta Iglesias;c2902;c106
;;;;;;
05/10/2016 8:55;05/10/2016 8:58;b2;Federico Anaya - Tilos;Federico Anaya - Tilos;c2102;c2102
;;;;;;
05/10/2016 8:54;05/10/2016 8:58;b2;Federico Anaya - Tilos;Federico Anaya - Tilos;c2102;c2102
;;;;;;
05/10/2016 8:53;05/10/2016 9:03;b3;Campus Unamuno;Plaza San Julián;c1316;c2602
;;;;;;
05/10/2016 8:47;05/10/2016 8:56;b76;Glorieta Alto del Rollo;Campus Ciencias;c2009;c1415
;;;;;;
05/10/2016 8:46;05/10/2016 9:10;b64;Glorieta Antonio Machado;Campus Unamuno;c2908;c1314
;;;;;;
05/10/2016 8:43;05/10/2016 8:58;b124;Plaza Iglesia Pizarrales;La Marina;c1101;c1202
;;;;;;
05/10/2016 8:42;05/10/2016 8:54;b23;Glorieta Antonio Machado;Campus Ciencias;c2906;c1402
;;;;;;
05/10/2016 8:42;05/10/2016 8:54;b111;Glorieta CYL;Campus Ciencias;c1906;c1407
;;;;;;
05/10/2016 8:41;05/10/2016 9:10;b101;María Auxiliadora;Campus Ciencias;c808;c1410
;;;;;;
05/10/2016 8:22;05/10/2016 8:28;b11;Estación de trenes;Plaza Poeta Iglesias;c908;c101
;;;;;;
05/10/2016 8:22;05/10/2016 8:26;b72;Estación de autobuses;Campus Unamuno;c1002;c1303
;;;;;;
05/10/2016 8:20;05/10/2016 8:33;b122;Tejares;Puente Romano;c605;c303
;;;;;;
05/10/2016 8:19;05/10/2016 8:47;b157;Campus Claretianos;Campus Claretianos;c1508;c1507
;;;;;;
05/10/2016 8:18;05/10/2016 8:25;b50;La Marina;Puente Romano;c1206;c302
;;;;;;
05/10/2016 8:16;05/10/2016 8:21;b35;La Marina;Glorieta Alto del Rollo;c1209;c2003
;;;;;;
05/10/2016 8:16;05/10/2016 8:22;b8;Glorieta Antonio Machado;Plaza de los Bandos;c2907;c207
;;;;;;
05/10/2016 8:09;05/10/2016 8:16;b127;Huerta Otea;Campus Unamuno;c1803;c1313
;;;;;;
05/10/2016 8:07;05/10/2016 8:14;b139;Glorieta Alto del Rollo;Plaza Poeta Iglesias;c2002;c114
;;;;;;
05/10/2016 8:07;05/10/2016 8:20;b135;Glorieta CYL;Paseo Canalejas;c1908;c2511
;;;;;;
05/10/2016 8:00;05/10/2016 8:07;b21;Plaza de los Bandos;Campus Unamuno;c204;c1319
;;;;;;
05/10/2016 8:00;05/10/2016 8:09;b175;Glorieta CYL;Plaza Poeta Iglesias;c1913;c111
;;;;;;
05/10/2016 7:59;05/10/2016 8:05;b123;María Auxiliadora;Plaza Poeta Iglesias;c803;c102
;;;;;;
05/10/2016 7:55;05/10/2016 8:03;b3;Plaza San Julián;Campus Unamuno;c2604;c1316
;;;;;;
05/10/2016 7:52;05/10/2016 8:02;b62;Plaza de los Bandos;Campus Claretianos;c206;c1505
;;;;;;
05/10/2016 7:49;05/10/2016 7:59;b43;Plaza San Julián;Campus Unamuno;c2606;c1309
;;;;;;
05/10/2016 7:43;05/10/2016 7:54;b36;Campus Claretianos;Nuevo Parking Hospital;c1510;c402
;;;;;;
05/10/2016 7:42;05/10/2016 7:51;b98;La Marina;Nuevo Parking Hospital;c1206;c403
;;;;;;
05/10/2016 7:42;05/10/2016 7:51;b103;Plaza San Julián;Estación de trenes;c2602;c907
;;;;;;
05/10/2016 7:41;05/10/2016 7:53;b109;Estación de trenes;Nuevo Parking Hospital;c912;c406
;;;;;;
05/10/2016 7:40;05/10/2016 7:59;b146;Estación de trenes;Paseo Canalejas;c906;c2510
;;;;;;
05/10/2016 7:38;05/10/2016 7:48;b22;La Marina;Nuevo Parking Hospital;c1203;c408
;;;;;;
05/10/2016 7:38;05/10/2016 7:48;b161;María Auxiliadora;Prosperidad;c804;c1617
;;;;;;
05/10/2016 7:32;05/10/2016 7:37;b114;Glorieta Antonio Machado;Plaza de los Bandos;c2904;c209
;;;;;;
05/10/2016 7:21;05/10/2016 7:32;b130;Prosperidad;Nuevo Parking Hospital;c1602;c409
;;;;;;
05/10/2016 7:13;05/10/2016 7:18;b125;Plaza del Oeste;Plaza San Julián;c2402;c2609
;;;;;;
04/10/2016 21:45;04/10/2016 21:53;b152;Glorieta CYL;Plaza Gabriel y Galán;c1901;c2201
;;;;;;
04/10/2016 21:39;04/10/2016 21:53;b136;Plaza San Julián;Plaza Iglesia Pizarrales;c2603;c1104
;;;;;;
04/10/2016 21:32;04/10/2016 21:37;b113;La Marina;Prosperidad;c1204;c1612
;;;;;;
04/10/2016 21:32;04/10/2016 21:43;b94;Federico Anaya - Tilos;Campus Ciencias;c2104;c1412
;;;;;;
04/10/2016 21:28;04/10/2016 21:37;b139;Glorieta CYL;Glorieta Alto del Rollo;c1903;c2002
;;;;;;
04/10/2016 21:19;04/10/2016 21:27;b140;Estación de autobuses;Parque Zona Carrefour;c1006;c709
;;;;;;
04/10/2016 21:16;04/10/2016 21:20;b135;María Auxiliadora;Glorieta CYL;c802;c1908
;;;;;;
04/10/2016 21:16;04/10/2016 21:35;b23;Estación de autobuses;Glorieta Antonio Machado;c1007;c2906
;;;;;;
04/10/2016 21:14;04/10/2016 21:19;b167;Estación de autobuses;Campus Unamuno;c1008;c1311
;;;;;;
04/10/2016 21:12;04/10/2016 21:23;b12;Glorieta Alto del Rollo;Parque La Alamedilla;c2008;c2816
;;;;;;
04/10/2016 21:09;04/10/2016 21:15;b40;Plaza del Oeste;Parque La Alamedilla;c2408;c2810
;;;;;;
04/10/2016 21:07;04/10/2016 21:18;b8;Estación de autobuses;Glorieta Antonio Machado;c1005;c2907
;;;;;;
04/10/2016 21:07;05/10/2016 7:32;b127;Glorieta CYL;Huerta Otea;c1909;c1803
;;;;;;
04/10/2016 21:07;04/10/2016 21:15;b124;Plaza del Oeste;Plaza Iglesia Pizarrales;c2405;c1101
;;;;;;
04/10/2016 21:06;04/10/2016 21:19;b116;Estación de autobuses;Parque La Alamedilla;c1003;c2802
;;;;;;
04/10/2016 21:06;04/10/2016 21:31;b48;Plaza Poeta Iglesias;Parque La Alamedilla;c111;c2804
;;;;;;
04/10/2016 20:58;04/10/2016 21:08;b95;Campus Unamuno;Plaza Poeta Iglesias;c1305;c102
;;;;;;
04/10/2016 20:58;04/10/2016 21:14;b41;Paseo Canalejas;Plaza del Oeste;c2502;c2403
;;;;;;
04/10/2016 20:56;04/10/2016 21:10;b135;Barrio San José;María Auxiliadora;c502;c802
;;;;;;
04/10/2016 20:54;04/10/2016 21:05;b51;Plaza Poeta Iglesias;Estación de trenes;c106;c903
;;;;;;
04/10/2016 20:51;04/10/2016 21:10;b123;Campus Ciencias;María Auxiliadora;c1401;c803
;;;;;;
04/10/2016 20:49;04/10/2016 20:59;b71;Estación de autobuses;Plaza Gabriel y Galán;c1002;c2202
;;;;;;
04/10/2016 20:47;04/10/2016 20:56;b9;Plaza Iglesia Pizarrales;Plaza Poeta Iglesias;c1102;c104
;;;;;;
04/10/2016 20:44;04/10/2016 21:05;b104;Campus Ciencias;Prosperidad;c1409;c1608
;;;;;;
04/10/2016 20:43;04/10/2016 20:55;b43;Glorieta CYL;Plaza de los Bandos;c1908;c207
;;;;;;
04/10/2016 20:41;04/10/2016 20:51;b2;Plaza del Oeste;Federico Anaya - Tilos;c2402;c2102
;;;;;;
04/10/2016 20:32;04/10/2016 20:45;b58;Campus Unamuno;Plaza San Julián;c1315;c2604
;;;;;;
04/10/2016 20:31;04/10/2016 20:42;b103;Campus Unamuno;Plaza de los Bandos;c1302;c208
;;;;;;
04/10/2016 20:30;04/10/2016 20:49;b77;María Auxiliadora;Plaza Iglesia Pizarrales;c806;c1106
;;;;;;
04/10/2016 20:22;04/10/2016 20:53;b5;Prosperidad;Prosperidad;c1603;c1607
;;;;;;
04/10/2016 20:19;04/10/2016 20:33;b136;Campus Claretianos;Plaza San Julián;c1511;c2603
;;;;;;
04/10/2016 20:18;04/10/2016 20:42;b48;Campus Claretianos;Plaza Poeta Iglesias;c1513;c111
;;;;;;
04/10/2016 20:15;04/10/2016 21:01;b154;Puente Romano;Puente Romano;c311;c311
;;;;;;
04/10/2016 20:10;04/10/2016 20:39;b114;Plaza Gabriel y Galán;Glorieta Antonio Machado;c2208;c2904
;;;;;;
04/10/2016 20:08;04/10/2016 20:16;b174;Estación de trenes;Plaza Gabriel y Galán;c913;c2208
;;;;;;
04/10/2016 20:07;04/10/2016 20:21;b120;Prosperidad;Estación de trenes;c1606;c911
;;;;;;
04/10/2016 20:02;04/10/2016 20:13;b19;Estación de autobuses;Parque La Alamedilla;c1004;c2814
;;;;;;
04/10/2016 20:02;04/10/2016 20:08;b111;Glorieta CYL;Glorieta CYL;c1902;c1906
;;;;;;
04/10/2016 20:01;04/10/2016 20:20;b139;Puente Romano;Glorieta CYL;c305;c1903
;;;;;;
04/10/2016 19:58;04/10/2016 20:05;b65;Parque Zona Carrefour;Glorieta CYL;c704;c1912
;;;;;;
04/10/2016 19:58;04/10/2016 20:04;b11;Glorieta CYL;Estación de trenes;c1903;c908
;;;;;;
04/10/2016 19:58;04/10/2016 20:35;b148;Puente Romano;Campus Ciencias;c306;c1403
;;;;;;
04/10/2016 19:55;04/10/2016 20:10;b71;Estación de trenes;Estación de autobuses;c908;c1002
;;;;;;
04/10/2016 19:52;04/10/2016 20:02;b35;Campus Ciencias;La Marina;c1404;c1209
;;;;;;
04/10/2016 19:51;04/10/2016 20:01;b111;Glorieta Alto del Rollo;Glorieta CYL;c2004;c1902
;;;;;;
04/10/2016 19:49;04/10/2016 20:00;b130;Plaza del Oeste;Prosperidad;c2411;c1602
;;;;;;
04/10/2016 19:46;04/10/2016 19:54;b168;Plaza de Toros;Plaza de los Bandos;c2304;c203
;;;;;;
04/10/2016 19:45;04/10/2016 19:58;b31;Plaza de los Bandos;Parque Zona Carrefour;c206;c705
;;;;;;
04/10/2016 19:44;04/10/2016 19:57;b123;Glorieta Antonio Machado;Campus Ciencias;c2902;c1401
;;;;;;
04/10/2016 19:41;04/10/2016 20:26;b176;Parque La Alamedilla;Salas Bajas;c2803;c2707
;;;;;;
04/10/2016 19:39;04/10/2016 19:42;b62;Plaza Poeta Iglesias;Plaza San Julián;c110;c2606
;;;;;;
04/10/2016 19:38;04/10/2016 19:43;b15;Campus Claretianos;Parque Zona Carrefour;c1501;c701
;;;;;;
04/10/2016 19:37;04/10/2016 20:26;b105;Parque La Alamedilla;Salas Bajas;c2802;c2706
;;;;;;
04/10/2016 19:35;04/10/2016 19:42;b124;María Auxiliadora;Plaza del Oeste;c802;c2405
;;;;;;
04/10/2016 19:34;04/10/2016 19:40;b139;Estación de autobuses;Puente Romano;c1002;c305
;;;;;;
04/10/2016 19:33;04/10/2016 19:39;b25;Estación de trenes;Parque La Alamedilla;c904;c2817
;;;;;;
04/10/2016 19:28;04/10/2016 19:47;b50;Campus Unamuno;Parque La Alamedilla;c1314;c2803
;;;;;;
04/10/2016 19:26;04/10/2016 19:34;b132;Plaza Poeta Iglesias;Parque La Alamedilla;c108;c2813
;;;;;;
04/10/2016 19:25;04/10/2016 19:50;b127;Huerta Otea;Glorieta CYL;c1802;c1909
;;;;;;
04/10/2016 19:25;04/10/2016 19:33;b114;Campus Ciencias;Plaza Gabriel y Galán;c1415;c2208
;;;;;;
04/10/2016 19:24;04/10/2016 19:38;b45;Campus Ciencias;Estación de trenes;c1411;c904
;;;;;;
04/10/2016 19:23;04/10/2016 19:35;b66;Salas Bajas;Plaza Gabriel y Galán;c2710;c2204
;;;;;;
04/10/2016 19:22;04/10/2016 19:35;b112;Salas Bajas;Plaza Gabriel y Galán;c2702;c2206
;;;;;;
04/10/2016 19:21;04/10/2016 19:32;b16;Plaza Gabriel y Galán;Salas Bajas;c2202;c2702
;;;;;;
04/10/2016 19:18;04/10/2016 19:53;b42;La Marina;Plaza Iglesia Pizarrales;c1204;c1101
;;;;;;
04/10/2016 19:15;04/10/2016 19:26;b122;Nuevo Parking Hospital;Tejares;c403;c605
;;;;;;
04/10/2016 19:13;04/10/2016 19:29;b111;Campus Unamuno;Glorieta Alto del Rollo;c1303;c2004
;;;;;;
04/10/2016 19:07;04/10/2016 19:25;b89;Nuevo Parking Hospital;Glorieta CYL;c409;c1910
;;;;;;
04/10/2016 19:04;04/10/2016 19:16;b43;Plaza de los Bandos;Glorieta CYL;c202;c1908
;;;;;;
04/10/2016 19:02;04/10/2016 19:13;b62;Glorieta CYL;Plaza Poeta Iglesias;c1909;c110
;;;;;;
04/10/2016 18:59;04/10/2016 19:32;b148;Parque La Alamedilla;Puente Romano;c2807;c306
;;;;;;
04/10/2016 18:55;04/10/2016 19:06;b19;Glorieta Antonio Machado;Estación de autobuses;c2906;c1004
;;;;;;
04/10/2016 18:55;04/10/2016 19:39;b51;Plaza San Julián;Plaza Poeta Iglesias;c2603;c106
;;;;;;
04/10/2016 18:54;04/10/2016 19:03;b16;Glorieta Antonio Machado;Plaza Gabriel y Galán;c2904;c2202
;;;;;;
04/10/2016 18:53;04/10/2016 19:07;b167;Plaza Poeta Iglesias;Estación de autobuses;c110;c1008
;;;;;;
04/10/2016 18:47;04/10/2016 19:03;b94;La Marina;Federico Anaya - Tilos;c1208;c2104
;;;;;;
04/10/2016 18:46;04/10/2016 19:04;b100;Salas Bajas;Plaza Gabriel y Galán;c2706;c2210
;;;;;;
04/10/2016 18:44;04/10/2016 18:56;b175;Plaza Poeta Iglesias;Glorieta CYL;c102;c1913
;;;;;;
04/10/2016 18:36;04/10/2016 18:43;b175;María Auxiliadora;Plaza Poeta Iglesias;c806;c102
;;;;;;
04/10/2016 18:36;04/10/2016 18:53;b83;Tejares;Puente Romano;c604;c304
;;;;;;
04/10/2016 18:35;04/10/2016 18:43;b130;Prosperidad;Plaza del Oeste;c1602;c2411
;;;;;;
04/10/2016 18:35;04/10/2016 18:48;b141;Estación de trenes;Campus Unamuno;c911;c1307
;;;;;;
04/10/2016 18:32;04/10/2016 18:47;b159;Plaza Gabriel y Galán;Salas Bajas;c2210;c2704
;;;;;;
04/10/2016 18:32;04/10/2016 18:50;b62;Estación de trenes;Glorieta CYL;c903;c1909
;;;;;;
04/10/2016 18:31;04/10/2016 18:47;b93;Plaza Gabriel y Galán;Salas Bajas;c2209;c2709
;;;;;;
04/10/2016 18:30;04/10/2016 18:40;b140;María Auxiliadora;Estación de autobuses;c809;c1006
;;;;;;
04/10/2016 18:29;04/10/2016 18:38;b124;Plaza Gabriel y Galán;María Auxiliadora;c2204;c802
;;;;;;
04/10/2016 18:25;04/10/2016 18:34;b174;Plaza Gabriel y Galán;Estación de trenes;c2206;c913
;;;;;;
